text,vader,textblob,roberta,bert,cnn,lstm,svm,average_score,sentiment,vader_sentiment,textblob_sentiment,roberta_sentiment,bert_sentiment,cnn_sentiment,lstm_sentiment,svm_sentiment,avg_sentiment,nouncount_,verbcount_
"I am a nerd. I own almost every foldable and phone out there. This foldable is by far the best phone that I have ever had with the exception that it is not dust protected. That is the only reason that I have it accepting Wi-Fi Hotspot from my daily driver S23 Ultra because I do need something that can withstand the elements. Update: Had to factory reset due to constant random resetting during WiFi calls and other tasks. Also found brick dead twice. After reset, no issues, yet. I'll give it a few more days. Update 2: Even after the factory reset, and a few hopeful days using everything else I like about the phone, it started to randomly reboot. This is a deal breaker. Edit Dec 25: I updated the software; crossing fingers that there's no more random reboots. Last edit: 1 star. When only WiFi is on the phone, no data carrier, loss of WiFi signal, causes phone to sporadically reset/restart, no matter what you're doing, even if on a WiFi meeting. Down to 1 star and ""Do Not Buy"" without good warranty status. You'll need the warranty. Reset 3 times back to back today, even after factory reset and all updates applied.",-0.3048,0.006565656565656567,0.02308434387561098,-0.032833011198665885,0.0,1.464292e-06,1,0.09885977907637744,0,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,62,31
Phone as described (basically new) for a great price. Favorite part was the care of packaging. A+,0.8834,0.4787878787878788,0.010296711761967364,0.01930327571191226,1.0,0.9036951,1,0.613640424681158,-1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,7,2
working fine.,0.2023,0.4166666666666667,0.11255648440276489,0.005920094350004956,1.32208e-21,0.79173523,1,0.36131121104225855,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,1,1
"Buying Samsung products is not inexpensive. With cell phones, however, one expects quality - especially as pricey as their phones are.My pro: the phone feels sturdy and comfortable in hand.My Cons:  1.  The secondary sim is an e-sim, which is not accommodated by all cell service providers.  2.  Most user choices are removed with this phone and unable to be changed in settings. Example - If you use an eSim with a physical sim, the physical sim settings are primary OVER eSim settings. This is even when the eSim is designated as the primary sim. All eSim settings are treated as secondary.  3.  Google accounts on the phone cannot be selected as primary or secondary. The phone forces the selection on users whether or not you want them that way. Example - I have a personal (for purposes of android) and work based email that each use Google. The physical sim attached to my work email / account is treated as primary OVER my personal account. Well, geez, it's my phone that I spent an enormous amount of money on.  4.  While different ringtones and notification settings are selected for each sim, AGAIN, they settings for the physical sim supersede those for the eSim.  5.  Many apps on your phone will default to the Samsung selected settings are unable to be changed.  6.  Privacy controls are NOT user editable.  Most privacy issues must be waved for use of the phone.There are many more gripes or dislikes about this phone. Bottom line, user control or preferences are removed. Further, if you use this phone to travel, wherein most users may opt to use a physical sim purchased in the respective country of travel, then expect that all settings for that physical sim will override ANY setting used for the eSim, EVEN WHEN the eSim is selected as primary.  NOT OKAY!!Samsung has already removed so many standard features from their phones such as the sd card, earphone jacks, and other things.  This is all done (seemingly) to compete with Apple.  What Samsung hasn't grasped is that Android users are not trying to be Apple users. Users selected or stayed with Android for a reason. Second, while Apple seemingly goes to great lengths to protect users privacy concerns, Samsung causes users to wave them, especially if the user wants to take advantage of their bloatware or apps.  For all these sacrifices, Samsung could have retained two things -  the use of TWO physical sim cards versus an eSim and physical and user control over their data.",0.9246,0.11646341463414635,0.008872345932875447,0.119770202788958,0.0,0.7500917,1,0.4171139478999492,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,134,80
"I've had this phone for about 6 months now, and I have to say I am very happy with it. It has all the features of a flagship phone, except wireless charging. But with the included fast charger, the phone will charge from 10% to 100% in about 20 minutes, so it's not missed. The 16GB phone is super fast, and switches apps seamlessly, and with 256GB of memory there is never a storage issue for me. Overall a great phone.",0.9547,0.3761904761904762,7.982299548132954e-05,0.0009108553093424739,1.0,0.93229246,1,0.6091676594129376,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,22,11
"Phone is big and beautiful. OS is super quick. Camera is fantastic. Google phones have always put out the best camera software, but the S24 ultra might compete. The anti-glare screen is a feature I never knew I needed. Even in broad daylight with the phone in dark mode it's perfectly readable. The pen works very well and is a nice little add-on.Some don't like the square edges, but I actually do. Doesn't feel clunky at all to me. Phone is easy to hold and the button layout is the same as my previous phone (S21 ultra). Really happy I made the switch.",0.9841,0.3240196078431372,0.0004747774730460286,0.0019388091091254878,1.0,5.142888e-06,1,0.4729340481875952,1,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Neutral,27,18
"I think Samsung outdid themselves, beautiful phone, got it one day early. the camera is great, the battery life is amazing, unless you are playing or some screen intensive task. The phone CLEARLY lives up to its hype and expectations, it truly goes above and beyond of what the S20+ was... I jumped from an S7 Edge to the S21+ and let me tell you, it was a huge jump, I can feel it with every swipe. I got a Spigen case armor so the phone is a little chunky now but I rather its like that than it breaks on the frs fall. The down sides of the phone: doesnt come with a charger, doesnt come with headphone jack or headphones, doesnt come with MicroSD card slot. All of those features I knew it didnt come with, its part of the market trend. I bought the original charger at samsung store, I do have Samsung galaxy buds so the headphones I dont mind, I DO miss the MicroSD card slot but I got the 128GB phone so I think it'll be fine...",0.9497,0.2998737373737374,0.008173459594520094,0.08426252279248558,1.0,8.445357e-07,1,0.4774300806137763,1,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Neutral,51,36
"Everything was smooth and box was undamaged, phone has worked perfectly so far.",0.6369,0.25,0.0011175898305487292,0.0005099259550474054,1.0,0.83675265,1,0.5321828812725063,-1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,3,4
"I never buy the latest thing. Too expensive.But this was on sale for Prime Day and a very good deal. I was upgrading from a Samsung S10e with a battery that was starting to get really low on charged time and some apps were getting glitchy and kept crashing.Since this was on sale, I decided it was time to upgrade on a four and half year old phone. Saved $180 on Prime Day. Much cheaper than if I bought it from my service provider. I can only compare it to my previous phones but this is a very noticeable improvement in quality and operation.It works well, quicker and a little smoother operating than the S10e. In switching sim card to this phone, there were no glitches for the service provider, Consumer Cellular. I play a lot of games. and the apps are running without crashing anymore and it works well. Battery is solid not great, but a definite upgrade from my previous Samsung. Display is sharper and a bigger screen which means a better viewing experience for my old eyes. Setting up the fingerprint security has improved greatly since I last bought. Much quicker and easier. Haven't really pushed the camera yet, but even after moving my pictures from my old phone, looking at those older pictures is better on this phone. A definite and noticeable upgrade.Overall pleased with this phone. More pleased with the deal.",0.9908,0.16859195402298852,0.007774483304549107,0.07111538251890481,1.0,1.2223634e-06,1,0.4626118631728318,1,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Neutral,65,38
"I have always had android phones and my work gave me some money to buy a new phone for myself. I decided to splurge a little and got this one because I had heard good things. I bought it on Amazon because it was $50 cheaper than at the Verizon store. I think I made a huge mistake. Everyone I know that likes this phone bought it through Verizon.  I WOULD NOT BUY through Amazon. It regularly will tell me I'm disconnected from my phone service, so calls and texts won't go through. The Bixby voice command thing will randomly say, ""I didn't understand"", even when my phone is locked. The battery life is okay. I had the moto g power before and there was no comparison.  The moto g power definitely lasted longer. I would say this phone is fine if you don't need ot to do very much. I will say I rely heavily on my phone for work, and it is a bit slow.",0.8394,0.10212752525252526,0.09825934370126799,-0.19229121125238713,0.0,6.280693e-07,1,0.2639280408243868,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,42,39
"I think this phone is better than some offerings I've seen and YES this works on some U.S carriers. I tried it on Mint which uses Tmobile and got 315 MBs in Pocatello, Idaho. U.S mobile you can use either Tmobile or Verizon and it worked for me using a sim card. However, if you ask for support in message they will say they don't. I have an activated Verizon-based SIM I use in my Samsung Z-FLIP 4 that I swapped to the 12R to see if it works it does and I get good speeds just not Tmobile speeds so yes it works but you won't have tech support for it not to mention  U.S mobile tech is kinda sketchy anyways. Cricket you can pretty much forget about as they want to sell you proprietary devices as well as the Big Three Verizon, Tmobile, and ATT. I think on the other MVNO's the sim will work without tech support E-sims are out for now.If you go purely by specs and forget about wireless charging it is one of the better phones that has just ok cameras. The one thing I think tech reviewers have ignored but is a major part of a user is ECO-SYSTEM. Gemini makes me scream for Bixby or even Alexa the AI is so biased and untruthful. The messaging sucks.There is no theme store or font, etc. In the photo above you see a copy of a theme from Samsung that it brought over when it copied my phone. This phone has some nice features such as a nice screen I leave it in Vivid mode. Samsung forces you to buy the Ultra to get this type of screen. For me, the fast charging is cool , but seems kind of bull you have to get the 12 at a much higher price to get wireless. The apps run fast and you get three years of OS updates and 4 years of security. I think in three months when this is paid off I'm giving it to my kid and getting myself a Samsung 23 FE.",0.9409,0.2863392857142857,0.013017435805236344,0.024955350583998614,0.0,1.5823771e-06,1,0.3236019506400859,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,87,67
Just received this phone. Transferred all data from an A51 and swapped SIM cards (Verizon). All transferred easily with cable provided and network coverage with same phone number swapped after reboot.Nice to have an unlocked phone as I was also wanting to Test T-Mobile Network in my area as Verizon seems to be getting a bit expensive these days.,0.4019,-0.022222222222222216,0.08383662790418578,-0.02751907699527001,0.0,8.418242e-07,1,0.20514231007298525,1,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,20,12
"Bought a ''used like a new'' and it came exactly as described, didn't have the original box but it was neat with unnoticeable use marks. Been a One Plus user for quite some time and changed to Samsung two years ago when I lost my 6T, I am glad I am back with 11. As usual, the fast charging never disappoints while a single full charge lasts more than 24 hours if you are a regular user who does not dwell on games and online live streaming.",0.8196,0.17719155844155843,0.002651197585896936,0.006064085183225432,1.0,0.85580665,1,0.5516162128488447,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,20,13
"The phone I received isn't  an actual factory unlocked international version, it's actually a T-Mobile phone thats been converted to international with a hacked OnePlus tool. Then they put an aftermarket dual sim card holder in it.  I know this because I like to reprogram my phones and put customize them. You can't update to Android Q without finding the correct firmware on the internet and then using the ""local upgrade"" option in settings.",-0.0516,0.0,0.20024061269378812,-0.08558331928973062,0.0,8.1393284e-07,1,0.15186544390527149,1,Negative,Neutral,Negative,Negative,Negative,Negative,Positive,Negative,23,12
"I have had the phone for a month. I loved everything about it until I realized I didn't have a video call option. I called Verizon and after an hour with them troubleshooting, I was transferred to Samsung who basically said, video calling on Samsungs with verizon are only available if you purchase the phone through verizon. So if this is a feature you use often, you will want to go through verizon not Amazon. Super annoying. My husband's unlocked Google Pixel has it, I probably should have gone with that.",0.5414,0.12666666666666665,-0.01598449690209769,-0.041438277277214386,0.0,1.7103995e-06,1,0.2300922289838346,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,23,23
"Tank of a phone, never failed me, it does everything i ask of it, no regrets of buying it",0.5875,0.15,0.007963154492201807,0.00030789482151904763,0.0,1.4365975e-06,1,0.24939606941588474,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,7,4
"La pantalla empezó a fallar al apenas tener 2 meses y verse como con puntos verdes, hasta q ya no se pudo usar másMe paso con los zflip q compre acá en Amazon uno gris y este blancoNo pierdan dinero co.pren otro celular",-0.128,0.0,0.6727838550242229,-0.580820567900946,0.0,0.80355036,1,0.2525019499586074,-1,Negative,Neutral,Positive,Negative,Negative,Positive,Positive,Negative,30,2
Amazing phone. Smooth like butter and has a battery life that is unmatched. Would buy it all over again. Fingerprint sensor works like a charm too. This phone is from the future.,0.8807,0.3333333333333333,0.00011066285228394923,-0.00021352949459044679,0.0,0.8667013,1,0.4400902530862277,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,13,5
It is just ok. Really liked the A50 better. I guess it's supposed to be an upgrade. But not all changes are user friendly,0.8072,0.49375,0.07250363711261976,0.012326579330617093,0.0,1.4322446e-06,1,0.3408259498125525,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,3,7
I really love this phone so far.  The stylus is my favorite which I use to play some puzzle games on my phone.  The battery lasts all day and features are nice.  I love the digital processor to take photos.  I wish the night mode photos were a little better but it's not bad.  I wish the edges of the screen weren't as curved because it makes it hard to keep the screen protected.,0.9407,0.2570833333333334,9.06010294312587e-05,0.0008852374918677586,1.0,0.8232044,1,0.5745662242871207,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,18,16
"I will never, ever even consider buying another one of these garbage can phones ever again. In 6 months it has proven to be the worst phone I've owned in almost 20 years of owning cell phones. And realistically, the hardware is fine, it's the garbage can operating system that truly raises the bar on awfulness. The very first system update from about 5 or 6 months ago rendered the phone unable to connect to any network so I had to factory reset the phone and restore everything from backup, so it was a complete waste of time. After that I've been avoiding any repeat of a system update because I shudder to imagine whatever deleterious effect it will have now. And then today it decided to spontaneously restart and I lost network connections yet again, although the system has not been updated. I can't recommend staying away from this useless garbage enough. I've already told my friends and family to stay away from and avoid One+ like the plague. Now excuse me while I go get a new phone.",-0.7476,-0.06108815426997247,-0.9179871100912561,-0.8296764908719368,0.0,6.274526e-07,-1,-0.5080501611115084,1,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Negative,37,38
"Pros:1) powerful / fast2) a good camera3) the selfie cam is better than the S223) swipe music controls for any music app4) customizable swipe controls to open your favorite apps when the screen is off5) ability to sign into WiFi from the tray instead of going to settings every time6) ability to connect to Bluetooth from the tray7) Zen modeCons:1) the camera is lacking for a flagship. The macro lense never takes quite crisp enough pictures. The main cameras zoom is grainy and pixelated. The main cameras video doesn't have good stabilization software2) trying to change media output is a pain compared to other phones, leaving you swiping the tray down twice, clicking a menu, clicking media output, and finally able to change it3) you can't change the shortcuts on the lock screen for some reason4) it is hard to disable the Google feed screen which I personally find useless. You have to disable the entire Google app. This was an issue on the N100 as well.5) after the last system update their ""red cable club"" app, is no longer in the app menu and cannot be uninstalled or disabled, and thus it is requesting updates when I will NEVER use it.6) after the same update, the Shelf (a secondary tray essentially) which was useful at first due to the pedometer and ability to add extra widgets like Wundergrounds weather, suddenly you can't use any custom widgets and the remaining options all suck, so it's an entire tray with one useful app... Aka, as good as useless.7) No MicroSD slot for the sole purpose of trying to force you to pay more for the next level sub-model. This is becoming a common practice, but it remains a BS one. It would be like a new TV not coming with any inputs, to try and force you to buy the higher model that has a built in Xbox console. You upgrade and get the Xbox and streaming apps, but you better hope you never want a blu-ray player or PS2. In this case it makes it a complete pain in the ass to transfer videos and photos or to clean them up on a larger screen, as the cable connection on phones has always been clunky compared to swapping a MicroSD.1+ OxygenOS is a love hate thing. There are features other phones lack like customizable and music swipe commands, and then there are usually features that work on other phones but for no reason seem to be missing or inaccessible on a 1+.2020 vs 2022:I wasn't overly impressed with my last 1+. It was somewhat glitchy. I've had this phone for about a month so far and it seems to be working great. No major issues or glitchiness happening so far.What I will say is this is a big step up from the N100 I had previously, which seemed quite glitchy.",0.7804,0.11529499540863176,-0.12167977753182013,0.06683011386521509,1.0,0.84484226,1,0.5265267981225051,0,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,128,93
"NOWHERE in the description does it say this is the T-Mobile version of the phone!Well, I got the T-Mobile version, which is a single SIM version, and which gets updates at a less frequent pace than the normal, two SIM, unlocked versionAs you can see, the seller used a permanent marker to block out the fact that it is the T-Mobile version.Evidently they don't know permanent marker actually isn't permanent and can be easily removed. (Hand sanitizer works like a charm, just a drop on a tissue to reveal their cover up!)Returning! And seriously mad, because I could have gotten this from the manufacturer directly in the first place and not have to deal with a return.",0.4168,0.030952380952380953,-0.10544560731158792,-0.5672212036522344,0.0,4.182423e-07,1,0.1107265697472667,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,24,20
"I'm very pleased with this phone. My last phone was the Samsung 7 active and this is an updated version of it. It's durable, sturdy, easy to use, and overall perfectly designed. The one thing I'm unhappy with was the extra replacement battery wasn't included as advertised which is total bs. For that reason I didn't rate it 5 stars.",0.8805,0.15000000000000002,0.010612717733626376,0.012818183310254014,0.0,1.4238634e-06,1,0.2934189035581843,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,18,10
I f#$&ing love this thing.,0.6369,0.5,0.001181916481820311,-0.0017561834597429188,1.0,0.8259093,1,0.5660335785088345,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,1,2
Great success.,0.8316,0.55,0.005085571035376796,-0.0013579013220436052,1.0,0.93442935,1,0.6171081453183486,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,2,0
"The best foldable I have seen.None of the others come close.Arrived with almost no bloatware.Highly recommended.Also, can have 1 physical SIM and one ESIM, or two physical. Great for travel.",0.8122,0.45,0.001682175166588945,0.00016929863654087472,1.0,0.88634074,1,0.5929131730208521,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,7,4
"Great quality! Great price, Amazing running system, and Excellent customer support! Best phone I have ever owned! Great phone to get into OnePlus! Just switched to a OnePlus 12r! Can HIGHLY reccomend both! I have never had an issue with this model! The ram is enough and when you expand the Vram it just makes your experience SMOOTH! Easily the nicest brand of phone you can have if your on a budget!",0.9889,0.6691666666666667,7.595409614430393e-05,-0.00017378896411716625,1.0,0.8777349,1,0.6479576759027955,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,26,12
"So I loved this phone at first, best foldable in cosmetics and software. But unfortunately I had to return it. The phone was extremely slow in both 5g and wifi, I had to constantly restart the phone for it to connect normally. It became unbearable to have to restart the phone every few minutes.  Also the customer support sucks. They really don't care and give you attitude when you chat with them. So for that I returned it. I guess I'll wait for the pixel fold 2",-0.3549,0.09999999999999998,-0.586468997221455,0.12481230327178672,0.0,1.5382393e-06,1,0.04049212061280497,1,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,17,19
"The product arrived in excellent condition, functionality was great,  package was perfect and the phone work properly except for the lifetime battery of the phone, the phone hardly lasts 24 hours without charge. I would like to know If that's normal on this phone or the phone was not brand new at all.",0.9325,0.39924242424242423,0.00436173566146969,0.04253538800232015,0.0,1.0635118e-06,1,0.3398058016311493,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,15,7
I got the z flip 5 today and I love it so far. It takes good pics and the sound sounds good . I love the color of my lavender color . So glad I got the phone,0.9588,0.48571428571428565,2.0869526027311736e-05,0.0012800297885696022,1.0,0.83684057,1,0.6118079650002678,-1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,9,7
I have only had the phone since October 2022 and the whole phone now does not work. The screen snapped where the fold is and stopped working. I am unable to get an exchange.. so now I am paying for a phone that is unusable. DO NOT BUY THIS PHONE,-0.2263,-0.09999999999999999,-0.9655416630784193,-0.7532815575098702,0.0,4.7435753e-07,1,-0.14930324946153645,-1,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,12,13
Phone is ok  but its a gsm sim so not all US sim wors like spectrum sim and all,0.5927,0.5,0.44226793880010096,0.056358982572741745,0.0,1.136543e-06,1,0.37018972255940685,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,7,2
"My son dropped the phone, and the screen stopped working.  No local repair place would touch it, so contacted the company.  They demand the IMEI number, but that is on the dead phone.  They tell me to look at the back of the phone for the sticker, no sticker.  They tell me to look at the box, but it was discarded at Christmas.  They say contact Amazon, and get the magic number from them.  WTF?  I guess tomorrow, I'll call up and get a supervisor on the phone and really hassle.Summary, if you buy a phone and you don't have the box, you aren't getting it fixed.  Seems like a great reason to buy something else doesn't it?",-0.8466,0.1125,-0.5786551222747807,-0.36582823026042166,0.0,9.219734e-07,1,-0.0969403472231112,1,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,29,25
"Phone met the special requirements of my special ed son. Long battery life, wireless operation and charging, and large memory. Can be used/played with most of the day and still have power needed for emergencies, and can be charged in an hour in case you forgot.I purchased a Oneplus 8T for myself a year ago and have been very satisfied with it.",0.7713,0.33809523809523806,0.00348529850385762,0.0006404437851517821,1.0,0.88638616,1,0.5714153052094858,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,18,11
"Update *** 7/6/17Have had this phone since February. Battery life is terrible. I go to work at 6  in the morning. By 8 it's less than 50% battery life. That's with just basic texting, and occasional web surfing. I purchased a new battery months ago and had it put in because I thought the original battery was bad.  Nope! Battery life just sucks. I bought a powerbear battery case that helps. But it's so bulky. DO NOT BUY A S6. I've had every version of the galaxy S series. This is by far the worst battery life.I got this phone in 2 days, super fast shipping. Phone physically is flawless, smooth working, but the batter i think is going out. I charged the phone to 100% and then started texting and normal Facebook scrolling and light things. Within 5 minutes the battery was down  to under 80% . so a 20% drop in battery drainage in 5 minutes is extremely terrible. And what sucks worse is that the battery is built in.",-0.943,-0.1051262626262626,-0.7052239060903313,-0.3699220751074819,0.0,6.844884e-07,1,-0.1604673656193845,1,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,54,28
"I was originally looking at similarly priced Xiaomi, Nokia, LG, Samsung, Realme and Blu phones.  Once I added the 7T to the mix it became quickly apparent based on the ram, processor and screen that it really was a no brainer which device was the best bang for the buck.  The added benefit of type c charging, in screen finger print reader, and it being on sale for around $400.00 made it such a good deal that I bought another for my daughter for Christmas!  Definitely going to be buying OnePlus from now on.",0.8917,0.3125,0.0011484246798101339,0.009048713957583387,0.0,0.88909173,1,0.4433555526793131,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,28,16
"I just upgraded from a Galaxy 6 to this  Samsung Galaxy S21 5G. I should start by saying, I am very pro Galaxy phones.  Great features, excellent screen and a lot of bang for your money.  I am certain I have more phone than I will use.  Still, I like the ease of use.  And, of course, the photos are so much better than my poor S-6.I made this move because the S-6 is the last phone Samsung will update.  It won't belong before that stops.  And, although 5G has barely rolled out, it will be nice the transition will smooth for me.",0.9449,0.3512987012987013,0.0014192040208070023,0.023487023494754358,0.0,0.9051919,1,0.46089954673717287,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Neutral,27,16
"It is so great, charging the fastest all the way and gaming experience is hyper on Genshin impact and other performance and heat dispersion demanding games. Love how this works and the phone is so beautiful people around me ask where I got it. Thanks OnePlus, and I am finally quitting iPhone after a decade.",0.9547,0.37083333333333335,4.304616009530304e-05,-0.004943280593188612,1.0,0.8522513,1,0.5961263414536092,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,16,10
The Samsung store app is mandatory for the phone and the ad pop ups can't be turned off. None of this was in the description for the phone.,0.0772,0.0,-0.10467295543855215,0.010107555838922089,0.0,7.267341e-07,1,0.14037647530492028,-1,Positive,Neutral,Negative,Negative,Negative,Negative,Positive,Negative,10,4
The color is beautiful and overall it is a good quality the problem I have is with the OS and battery life. The battery doesn't even last 12 hours when used moderately. I had to order a different charger than the one that came with it because it charged so slow. Definitely not a standard charger that would come with a new phone. Looks like something someone pulled out of their closet. Most of the apps freeze up and I have to restart the phone often to get it to work when that never happened with the same apps on my old phone. It works but for close to $200 I expected a little more value for my money. I wouldn't recommend ordering one unless you want to be disappointed.,0.1892,0.09055397727272727,-0.0373183768801999,0.02805449471970667,0.0,9.199174e-07,1,0.1814987164328045,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,26,24
I didn't really think the camera quality was that good,0.4404,0.44999999999999996,-0.5226630711763495,0.13908396949842317,1.0,0.86778486,1,0.48208653658171613,0,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,2,3
"In the beginning it was all fun and cool, but after Samsung started to update it every couple months on average, the phone apps got out of control and dysfunctional. The Samsung support is a negative 100%, seems like they DGAF about not properly working apps you paid your money for. Clearly the AI implemented in this device doesn't work!!! I've started using Samsung phones back in 2016, but thank you no more.",0.8565,0.01816406249999998,-0.8239826140496904,-0.2512183654639428,0.0,1.4524508e-06,1,0.11420921934816106,-1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,21,15
"Compact when folded. It may be used without flipping for hours when the most used apps are added to the cover screen. The battery life and cameras are decent. After using this phone for some weeks, I see conventional phones as bulky and unnecessarily large.",0.0,0.1845238095238095,0.0863423138564734,0.07130350818682851,1.0,0.9065548,1,0.4641034928172133,1,Neutral,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,11,10
"The phone isn't the problem, oneplus is great and this is a great phone. I was sent a locked phone on a European network instead of the unlocked U.S version I ordered. So it is basically useless and I did everything I could to try and unlock it but ultimately had to return it and just ordered it straight from oneplus. I suggest the same to anyone else ordering.",0.7335,0.18571428571428572,0.028720818576747575,-0.19864802859991926,0.0,1.558546e-06,1,0.2498983763195943,-1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,12,15
Very good phone for a modest price of $300,0.4927,0.505,0.001488549229113456,0.0015572474940695157,1.0,0.8946303,1,0.5564823013775427,-1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,3,0
"Little story about this phone. The screen started flickering after less than 90 days. Sent it in for warrranty service and they blamed the defect on me. This phone was absolutely mint, like it came out of the box the day before and they claim the frame was damged. Complete lie. They want to charge me $345 for a new screen. NEVER again Samsung and even if they hadnt screwed me it was a lame gimmic phone with a poor camera.",-0.6902,-0.11682900432900432,-0.7968946260167789,-0.2816280223427565,0.0,1.1178337e-06,1,-0.12650721926498049,1,Negative,Negative,Negative,Negative,Negative,Negative,Positive,Negative,17,15
"I got this for my mom for her birthday because she wanted to get a newer Samsung. She had an older Samsung and it was getting slow and was starting to get on her nerves. she wanted to stay with samsung because ""she knew how they work"". found this one and it has a lot of great features that their flagship don't. Why don't phone manufacturers let  you upgrade your storage space with SD cards??  that was one of the major selling points for me on this phone because her old one she filled up with pictures and videos of my two nephews and being able to put in a 1TB SD card in there to give her way more space is GREAT! No real reason for them not to put this into every phone.so far she is really liking this new phone. it was a bit of a hassle moving her stuff from her old phone to this one, im not sure why they have made it so difficult and requiring you have a google account/gmail account, that was the biggest pain. but once you get all that taken care of the phone seams to be really good.",0.9026,0.2008627946127946,0.005040078395894987,0.035797401114088245,1.0,4.372397e-06,1,0.4491863780742745,1,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Negative,45,37
"After my Pixel 3a got accidentally water logged when my kid's water bottle spilled in the car, I hemmed and hawed a lot over what phone to get.  I loved my pixel but most of the models were currently out of stock and I didn't really want to keep waiting for the new releases, so I did my research and landed on this phone.  So I will do my review relative to the pixel 3a I previously owned:1. The photo quality is comparable to or maybe better than the pixel 3a in my opinion (I'm not really an expert here)- the pictures look crisp and detailed which is important to me as mostly I take my kids pictures with my phone.2.  The battery life of this phone is much better.  It can last me the whole day.  At 10 pm I still have 30% battery and I was on my phone a lot- mostly browsing but did watch a little youtube also.3. Screen size is bigger on this phone- if you are looking to put it in a pocket this may be a bit big.  Since I carry it in my purse I don't mind, and I kind of enjoy the big screen for my youtube habit.  Picture quality when watching video seems superior also.4. Bloatware apps- annoying.  The pixel definitely felt way cleaner out of the gate.  On this phone I had to delete a lot of apps and then disable or hide away in folders others that can't be deleted.  In the end it's not a dealbreaker for me, but it created some pain in the initial setup of the phone.5.  This phone has facial recognition, but it hasn't been working that great for me.  I will probably try to go in and redo it and see if it improves at all.  It would be nice if it worked- but mostly I am using the fingerprint sensor.  I actually preferred the physical fingerprint sensor on the back of the pixel because it worked consistently, and the one built into the screen on this phone seems a bit finnicky.  Overall this one has more ""advanced"" unlock features but I preferred the reliability on the pixel.I know this comparison is only so good because Pixel already has a 4a and soon a 5a, but maybe it will help someone.  Overall I am happy because I got a nice camera, great battery life, and nice video quality on a mid range phone.  The Amazon renewed phone had no defects at all that I could tell.  I don't think the charger with it was original, but it was certainly worth the savings for the renewed price.One more tip- I hated the Samsung keyboard for some reason.  So I downloaded the google Gboard on it which made me much happier.",0.9972,0.24033719548425428,0.12390594788969844,0.07956492271634619,1.0,2.203099e-06,1,0.49157289559847545,1,Positive,Positive,Negative,Negative,Positive,Negative,Positive,Neutral,109,78
